index	timestamp	hour	solar_dahead_utc	wind_on_dahead_utc	alpha	beta
489	20181121_090000	9	1238	7849	51.85756741	0.000721959
490	20181121_100000	10	1641	8151	51.67466811	0.000771049
491	20181121_110000	11	1910	8420	51.51175091	0.001119376
492	20181121_120000	12	1956	8073	51.72205597	0.001461905
493	20181121_130000	13	1789	7708	52.7614626	0.002381889
494	20181121_140000	14	1397	7193	52.85862619	0.003357352
495	20181121_150000	15	820	6731	52.58005478	0.002627089
496	20181121_160000	16	223	6286	52.60372498	0.002164575
497	20181121_170000	17	43	5940	51.61521282	0.000916429
498	20181121_180000	18	16	5959	52.36450268	0.000604179
499	20181121_190000	19	14	6024	53.00178329	0.000556665
500	20181121_200000	20	11	6091	53.45034199	0.000612148
501	20181121_210000	21	9	6090	52.73883418	0.000579926
502	20181121_220000	22	15	6074	52.23734418	0.000762572
503	20181121_230000	23	4	7083	53.07233231	0.001773747
504	20181122_000000	0	3	7056	55.17164708	0.001120147
505	20181122_010000	1	3	6981	53.61848588	0.001353424
506	20181122_020000	2	4	6923	54.70006322	0.002909242
507	20181122_030000	3	4	6739	53.61980736	0.003561817
508	20181122_040000	4	4	6600	53.14419766	0.003464055
509	20181122_050000	5	4	6464	54.14576218	0.003245966
510	20181122_060000	6	7	6217	54.51497019	0.002822052
511	20181122_070000	7	94	5962	53.23843489	0.00151086
512	20181122_080000	8	451	5780	52.7839576	0.000950898
513	20181122_090000	9	859	5898	53.17650336	0.00084537
514	20181122_100000	10	1140	5920	53.09992128	0.000872172
515	20181122_110000	11	1263	5950	52.76510532	0.000920364
516	20181122_120000	12	1203	5555	52.513201	0.00091949
517	20181122_130000	13	1033	5126	52.35032047	0.000929103
518	20181122_140000	14	754	4671	52.18105104	0.001017547
519	20181122_150000	15	408	4418	52.29977992	0.000938516
520	20181122_160000	16	134	4250	52.42434536	0.000918528
521	20181122_170000	17	46	4179	52.66036337	0.000876171
522	20181122_180000	18	18	4382	53.54899861	0.00071593
523	20181122_190000	19	9	4620	53.88334831	0.000643425
524	20181122_200000	20	2	4833	53.95437347	0.000637151
525	20181122_210000	21	13	4704	53.46425762	0.000733295
526	20181122_220000	22	11	4560	52.97179448	0.000931685
527	20181122_230000	23	1	4886	53.61412291	0.001636639
528	20181123_000000	0	1	4718	61.87088119	0.002150949
529	20181123_010000	1	1	4545	58.41036463	0.001641016
530	20181123_020000	2	2	4398	56.43132202	0.001327383
531	20181123_030000	3	8	4200	55.44910284	0.001266734
532	20181123_040000	4	8	4007	55.19361268	0.00125842
533	20181123_050000	5	10	3862	54.9979052	0.001243297
534	20181123_060000	6	26	4332	55.1030042	0.001136368
535	20181123_070000	7	67	4857	53.54894184	0.000862409
536	20181123_080000	8	483	5473	53.54234598	0.000739246
537	20181123_090000	9	988	6116	53.76294236	0.000688325
538	20181123_100000	10	1445	6779	53.42802128	0.0006766
539	20181123_110000	11	1761	7553	52.65950786	0.000732997
540	20181123_120000	12	1918	7653	52.07031627	0.000776126
541	20181123_130000	13	1847	7705	51.68506835	0.000945755
542	20181123_140000	14	1522	7754	52.68612333	0.002312941
543	20181123_150000	15	965	7504	52.77476614	0.003050799
544	20181123_160000	16	328	7242	52.73508984	0.003150162
545	20181123_170000	17	96	7032	52.06963026	0.00183846
546	20181123_180000	18	37	7050	51.85633793	0.000758312
547	20181123_190000	19	29	7100	52.31664559	0.000706058
548	20181123_200000	20	28	7159	52.31678901	0.000716326
549	20181123_210000	21	16	7151	51.89870161	0.000786221
550	20181123_220000	22	16	7124	52.26775089	0.001479453
551	20181123_230000	23	11	6727	53.72932472	0.003158725
552	20181124_000000	0	8	6377	55.26201951	0.001114379
553	20181124_010000	1	8	6029	53.09255435	0.000966401
554	20181124_020000	2	8	5701	52.9881744	0.001549184
555	20181124_030000	3	8	5334	53.34575065	0.002557831
556	20181124_040000	4	8	5002	53.53414765	0.00347508
557	20181124_050000	5	7	4660	54.08365498	0.004150182
558	20181124_060000	6	17	4423	53.29282325	0.005976061
559	20181124_070000	7	178	4310	45.42027386	0.008161076
560	20181124_080000	8	885	4209	41.62139666	0.00712313
561	20181124_090000	9	1671	4456	51.19892431	0.006847337
562	20181124_100000	10	2238	4842	52.36628657	0.005447448
563	20181124_110000	11	2564	5240	50.22659159	0.006733685
564	20181124_120000	12	2605	5496	42.64401347	0.006872054
565	20181124_130000	13	2403	5748	40.40018258	0.006820918
566	20181124_140000	14	1944	5926	34.07241382	0.006438453
567	20181124_150000	15	1144	6050	29.02481179	0.006285482
568	20181124_160000	16	357	6244	24.29828907	0.005550643
569	20181124_170000	17	71	6640	27.56374164	0.005998113
570	20181124_180000	18	22	7102	42.08552296	0.007108188
571	20181124_190000	19	15	7566	45.62008817	0.007400935
572	20181124_200000	20	14	8132	47.23713591	0.007469425
573	20181124_210000	21	12	8490	42.49431284	0.007064583
574	20181124_220000	22	10	8710	33.72130013	0.006409556
575	20181124_230000	23	7	9553	29.09351107	0.006460014
576	20181125_000000	0	4	9505	54.29621528	0.00424861
577	20181125_010000	1	4	9425	54.29423191	0.009004635
578	20181125_020000	2	4	9315	42.91779053	0.008873676
579	20181125_030000	3	4	9129	34.52152983	0.0085788
580	20181125_040000	4	4	8771	33.33021241	0.008565801
581	20181125_050000	5	3	8005	38.51355978	0.009480453
582	20181125_060000	6	7	7122	26.18329776	0.006493598
583	20181125_070000	7	76	6390	9.793897128	0.002063196
584	20181125_080000	8	432	6093	9.386772161	0.002046556
585	20181125_090000	9	892	6095	23.58499509	0.00465227
586	20181125_100000	10	1215	6266	36.40541367	0.006127001
587	20181125_110000	11	1410	6583	39.86712267	0.006547012
588	20181125_120000	12	1480	6814	37.88951859	0.006391111
589	20181125_130000	13	1391	6961	40.80316499	0.006625937
590	20181125_140000	14	1095	7081	35.60828432	0.006052301
591	20181125_150000	15	604	6946	25.56016676	0.004959086
592	20181125_160000	16	176	6784	22.37872267	0.004758471
593	20181125_170000	17	76	6697	23.19822427	0.004961398
594	20181125_180000	18	35	6672	38.55882578	0.006772955
595	20181125_190000	19	19	6635	45.64662408	0.00734945
596	20181125_200000	20	5	6798	49.51475374	0.007182108
597	20181125_210000	21	4	7023	44.03881494	0.007301932
598	20181125_220000	22	4	7316	31.02831691	0.005828465
599	20181125_230000	23	4	7838	21.06742803	0.004502587
600	20181126_000000	0	5	8837	53.53204975	0.0056832
601	20181126_010000	1	6	10092	44.77988628	0.008386651
602	20181126_020000	2	7	11126	23.46036486	0.007007602
603	20181126_030000	3	8	11928	9.022472984	0.001745279
604	20181126_040000	4	8	12493	6.059782676	0.001138805
605	20181126_050000	5	7	12850	6.091028014	0.001126913
606	20181126_060000	6	15	12725	9.453300717	0.001813068
607	20181126_070000	7	174	12453	21.53378266	0.004648589
608	20181126_080000	8	973	12209	22.8672343	0.004042444
609	20181126_090000	9	2022	12461	28.62671467	0.00448604
610	20181126_100000	10	2746	12762	28.07958667	0.004576378
611	20181126_110000	11	3103	13031	23.42626097	0.004026979
612	20181126_120000	12	3076	13171	20.16418016	0.003527698
613	20181126_130000	13	2801	13294	19.82856659	0.003605835
614	20181126_140000	14	2397	12894	18.8707331	0.003476688
615	20181126_150000	15	1599	12501	22.3957738	0.003959367
616	20181126_160000	16	624	12051	24.74575028	0.004333881
617	20181126_170000	17	180	11719	34.20824773	0.005306069
618	20181126_180000	18	73	11546	44.77029409	0.005451772
619	20181126_190000	19	35	11339	48.03714378	0.005296293
620	20181126_200000	20	25	11062	50.37246105	0.004442299
621	20181126_210000	21	22	10770	49.33725501	0.005103274
622	20181126_220000	22	16	10412	40.91237559	0.0062288
623	20181126_230000	23	14	8610	31.46366485	0.005476667
624	20181127_000000	0	5	8193	55.16274907	0.001227033
625	20181127_010000	1	5	7769	53.35006227	0.001017463
626	20181127_020000	2	5	7496	52.48740055	0.001009605
627	20181127_030000	3	6	7353	52.42188377	0.001274366
628	20181127_040000	4	5	7278	52.81700268	0.001548735
629	20181127_050000	5	5	7235	53.14164907	0.002038162
630	20181127_060000	6	11	6964	52.18472172	0.001185106
631	20181127_070000	7	135	6630	52.10624793	0.001380107
632	20181127_080000	8	782	6303	52.09748105	0.00084002
633	20181127_090000	9	1693	6022	52.31199238	0.000738992
634	20181127_100000	10	2281	5819	52.37760644	0.000698829
635	20181127_110000	11	2713	5725	52.12292307	0.000748082
636	20181127_120000	12	2875	5663	52.0432625	0.000804723
637	20181127_130000	13	2714	5610	51.75077431	0.000825284
638	20181127_140000	14	2191	5483	51.60957803	0.001089891
639	20181127_150000	15	1333	5742	51.42278228	0.000853056
640	20181127_160000	16	509	6042	51.43924249	0.000790589
641	20181127_170000	17	121	6388	52.04913075	0.000698916
642	20181127_180000	18	47	6394	52.66181162	0.000560135
643	20181127_190000	19	21	6357	53.12343604	0.000607192
644	20181127_200000	20	15	6318	53.43995885	0.000613834
645	20181127_210000	21	20	6326	52.75253191	0.000565131
646	20181127_220000	22	16	6352	52.01642619	0.000820457
647	20181127_230000	23	8	6862	53.11647731	0.002290373
648	20181128_000000	0	7	6825	57.76746407	0.001904695
649	20181128_010000	1	7	6827	53.09373695	0.001250865
650	20181128_020000	2	8	6760	50.80663995	0.001205972
651	20181128_030000	3	11	6651	50.77668865	0.002025465
652	20181128_040000	4	10	6578	51.08469193	0.002224485
653	20181128_050000	5	10	6517	51.05609659	0.002101658
654	20181128_060000	6	20	6339	50.61511355	0.001205461
655	20181128_070000	7	214	6113	50.78888946	0.000946128
656	20181128_080000	8	1169	5838	51.412956	0.000857303
657	20181128_090000	9	2203	5486	51.77627303	0.000831732
658	20181128_100000	10	3009	5115	51.81677758	0.000836945
659	20181128_110000	11	3456	4816	51.56697143	0.000839031
660	20181128_120000	12	3545	4683	51.52948947	0.00082048
661	20181128_130000	13	3377	4622	51.71782739	0.000826057
662	20181128_140000	14	2850	4592	51.27775312	0.000818608
663	20181128_150000	15	1894	4758	51.40282936	0.000816517
664	20181128_160000	16	663	5071	51.25067905	0.000807855
665	20181128_170000	17	144	5398	51.64180265	0.000810857
666	20181128_180000	18	61	5593	52.89146693	0.000814974
667	20181128_190000	19	38	5754	53.28913923	0.000839852
668	20181128_200000	20	42	5929	53.87192074	0.000902563
669	20181128_210000	21	30	6112	52.40026128	0.00077954
670	20181128_220000	22	32	6305	50.53249677	0.000897917
671	20181128_230000	23	19	6586	50.9519127	0.002065209
672	20181129_000000	0	14	6682	53.78056325	0.001486103
673	20181129_010000	1	13	6788	50.63776484	0.001091288
674	20181129_020000	2	13	6909	50.73244633	0.002668522
675	20181129_030000	3	14	6869	50.83009552	0.003641768
676	20181129_040000	4	14	6767	50.44819258	0.004138422
677	20181129_050000	5	19	6631	50.49050732	0.004271991
678	20181129_060000	6	24	6479	50.39153203	0.003504672
679	20181129_070000	7	182	6297	50.71576265	0.002866443
680	20181129_080000	8	1090	6044	50.65391182	0.002518077
681	20181129_090000	9	2021	5680	49.64059404	0.00120012
682	20181129_100000	10	2687	5271	49.62739055	0.001117973
683	20181129_110000	11	2968	4917	49.59650638	0.001331994
684	20181129_120000	12	2836	4764	49.49585427	0.00117771
685	20181129_130000	13	2476	4806	49.74231947	0.000928093
686	20181129_140000	14	1993	4749	49.59281412	0.000971156
687	20181129_150000	15	1201	4801	49.67645783	0.000980676
688	20181129_160000	16	353	4850	49.97960872	0.000939688
689	20181129_170000	17	96	5088	51.00229764	0.000952365
690	20181129_180000	18	44	5174	52.3796622	0.000902507
691	20181129_190000	19	29	5183	53.26405338	0.0009163
692	20181129_200000	20	15	5293	53.44106369	0.00091606
693	20181129_210000	21	24	5353	52.83213588	0.000954656
694	20181129_220000	22	20	5361	51.70812203	0.000997195
695	20181129_230000	23	14	5340	51.48932024	0.001113806
696	20181130_000000	0	14	5510	63.39479887	0.002439225
697	20181130_010000	1	12	5654	57.59662418	0.002103108
698	20181130_020000	2	13	5980	53.00589792	0.001457264
699	20181130_030000	3	14	6227	50.77004478	0.00113025
700	20181130_040000	4	15	6423	50.29765119	0.001507422
701	20181130_050000	5	13	6641	50.53522444	0.002079675
702	20181130_060000	6	21	6739	51.42597678	0.002615727
703	20181130_070000	7	128	6762	50.2803482	0.001817832
704	20181130_080000	8	778	6782	50.0525855	0.001007235
705	20181130_090000	9	1789	6930	50.17015304	0.00093426
706	20181130_100000	10	2610	7120	50.19014778	0.000930696
707	20181130_110000	11	3066	7350	50.16593123	0.001768119
708	20181130_120000	12	3249	7509	50.38285911	0.002853759
709	20181130_130000	13	3180	7446	49.85598983	0.003075187
710	20181130_140000	14	2884	7302	49.29534085	0.00404883
711	20181130_150000	15	2024	7221	49.36420386	0.004254441
712	20181130_160000	16	807	7160	49.87712264	0.00390939
713	20181130_170000	17	162	7203	50.62913008	0.002968612
714	20181130_180000	18	56	6968	49.87984532	0.000923984
715	20181130_190000	19	39	6671	50.50115702	0.000910475
716	20181130_200000	20	37	6377	50.87524297	0.000928921
717	20181130_210000	21	31	6133	51.48237144	0.000938602
718	20181130_220000	22	31	5969	51.50137731	0.001012281
719	20181130_230000	23	23	6317	51.78094751	0.001163274
720	20181201_000000	0	17	6419	64.44472655	0.002730726
721	20181201_010000	1	16	6481	56.55286553	0.001900318
722	20181201_020000	2	16	6615	51.39682653	0.001076577
723	20181201_030000	3	25	6683	50.24999074	0.001131566
724	20181201_040000	4	24	6725	51.01886746	0.002228344
725	20181201_050000	5	25	6747	51.04469695	0.003492607
726	20181201_060000	6	42	6695	48.04673246	0.006123555
727	20181201_070000	7	147	6606	33.60926614	0.005540396
728	20181201_080000	8	979	6435	32.24392188	0.005623488
729	20181201_090000	9	1978	6290	36.82030664	0.005622972
730	20181201_100000	10	2679	6301	41.58200345	0.00587655
731	20181201_110000	11	3037	6442	37.13606849	0.00566342
732	20181201_120000	12	3042	6700	33.84811001	0.005502037
733	20181201_130000	13	2800	7060	34.95257322	0.005549633
734	20181201_140000	14	2338	7392	32.13083979	0.005501802
735	20181201_150000	15	1468	7645	27.09896512	0.005554349
736	20181201_160000	16	498	7953	22.95646902	0.005002313
737	20181201_170000	17	117	8430	30.94879711	0.005695762
738	20181201_180000	18	33	8862	42.97579164	0.005929587
739	20181201_190000	19	20	9179	44.54299352	0.005963936
740	20181201_200000	20	20	9454	43.89360198	0.00601548
741	20181201_210000	21	15	9519	42.06875628	0.006051577
742	20181201_220000	22	13	9458	38.84391056	0.006303043
743	20181201_230000	23	11	9576	46.98696733	0.006540636
744	20181202_000000	0	5	9446	52.95267107	0.001522962
745	20181202_010000	1	6	9117	50.84490452	0.002772992
746	20181202_020000	2	6	8837	49.77012076	0.00520485
747	20181202_030000	3	6	8630	46.96685818	0.007432062
748	20181202_040000	4	6	8457	41.53148258	0.007467263
749	20181202_050000	5	6	8295	33.21344544	0.00675915
750	20181202_060000	6	8	8164	18.54116781	0.005601241
751	20181202_070000	7	122	8056	4.429691731	0.000704067
752	20181202_080000	8	734	7941	3.370931738	0.000562143
753	20181202_090000	9	1559	7706	7.477419796	0.001429282
754	20181202_100000	10	2152	7450	14.88919677	0.003327907
755	20181202_110000	11	2509	7245	21.75779681	0.004564268
756	20181202_120000	12	2636	7196	20.63984877	0.004513985
757	20181202_130000	13	2474	7202	25.77659266	0.005178904
758	20181202_140000	14	2149	7180	24.95840209	0.005194447
759	20181202_150000	15	1425	7476	20.71332073	0.004515064
760	20181202_160000	16	579	7849	16.72758222	0.003587505
761	20181202_170000	17	179	8308	24.14367274	0.00519497
762	20181202_180000	18	60	8554	36.94283064	0.005844502
763	20181202_190000	19	33	8725	40.17942077	0.006062644
764	20181202_200000	20	18	8864	44.30797403	0.006037262
765	20181202_210000	21	23	8915	44.3173439	0.006153787
766	20181202_220000	22	24	8948	37.41653566	0.006458143
767	20181202_230000	23	17	9186	32.61674917	0.006136556
768	20181203_000000	0	10	8932	50.86621866	0.001075858
769	20181203_010000	1	11	8652	50.80365839	0.002063389
770	20181203_020000	2	12	8353	51.00533376	0.003042341
771	20181203_030000	3	11	8083	51.10281686	0.00343462
772	20181203_040000	4	11	7776	50.82277348	0.003667463
773	20181203_050000	5	11	7476	50.97044256	0.003137095
774	20181203_060000	6	10	7129	50.20787908	0.001708275
775	20181203_070000	7	122	6777	50.74119333	0.002721932
776	20181203_080000	8	856	6379	49.5246376	0.001504879
777	20181203_090000	9	1720	5825	49.58397546	0.000923944
778	20181203_100000	10	2328	5331	49.71995028	0.000891263
779	20181203_110000	11	2701	4990	49.70355515	0.000902658
780	20181203_120000	12	2779	4824	49.58968622	0.000931347
781	20181203_130000	13	2613	4608	49.70485758	0.000872977
782	20181203_140000	14	2178	4377	49.6346301	0.001287806
783	20181203_150000	15	1322	4283	49.46133938	0.001049844
784	20181203_160000	16	429	4300	49.65042738	0.000891201
785	20181203_170000	17	103	4362	50.6815142	0.000839945
786	20181203_180000	18	37	4156	52.26342726	0.000892338
787	20181203_190000	19	24	3842	53.40823519	0.00101961
788	20181203_200000	20	16	3564	54.41133554	0.001111575
789	20181203_210000	21	16	3325	53.78553549	0.00104924
790	20181203_220000	22	16	3111	52.23719035	0.000960305
791	20181203_230000	23	8	2592	52.55452302	0.001307992
792	20181204_000000	0	8	2359	68.29139402	0.002511247
793	20181204_010000	1	8	2188	65.3442696	0.002817479
794	20181204_020000	2	9	2039	63.0344783	0.002704071
795	20181204_030000	3	10	1974	60.97640876	0.002559626
796	20181204_040000	4	9	1939	59.73294276	0.002452565
797	20181204_050000	5	12	1932	61.04111679	0.00260577
798	20181204_060000	6	16	1853	59.82476176	0.00227118
799	20181204_070000	7	138	1787	54.61285562	0.001506372
800	20181204_080000	8	798	1755	52.41760619	0.00105022
801	20181204_090000	9	1795	1662	52.70871498	0.001029056
802	20181204_100000	10	2718	1567	52.08816002	0.000925119
803	20181204_110000	11	3184	1455	51.74735677	0.000866899
